LAST SEEN   TYPE      REASON                 OBJECT                                           MESSAGE
8m35s       Normal    Created                pod/runtime-hardening-inventory-29742130-5jlk5   Container created
8m27s       Normal    SawCompletedJob        cronjob/runtime-hardening-inventory              Saw completed job: runtime-hardening-inventory-29742130, condition: Failed
8m27s       Normal    SuccessfulDelete       cronjob/runtime-hardening-inventory              Deleted job runtime-hardening-inventory-29742115
8m27s       Warning   BackoffLimitExceeded   job/runtime-hardening-inventory-29742130         Job has reached the specified backoff limit
8m19s       Normal    SuccessfulCreate       replicaset/frontend-75c8585d46                   Created pod: frontend-75c8585d46-tc7hz
8m19s       Normal    Evicted                pod/frontend-75c8585d46-czn5b                    Evicted pod: Underutilized
8m19s       Normal    Evicted                pod/cart-6cbfb749cf-lprsl                        Evicted pod: Underutilized
8m19s       Normal    Nominated              pod/frontend-75c8585d46-czn5b                    Pod should schedule on: nodeclaim/stateless-spot-tj66x, node/ip-10-0-17-84.ec2.internal
8m19s       Normal    Nominated              pod/cart-6cbfb749cf-lprsl                        Pod should schedule on: nodeclaim/stateless-spot-tj66x, node/ip-10-0-17-84.ec2.internal
8m19s       Normal    Scheduled              pod/frontend-75c8585d46-tc7hz                    Successfully assigned techx-corp-prod/frontend-75c8585d46-tc7hz to ip-10-0-17-84.ec2.internal
8m19s       Normal    Killing                pod/cart-6cbfb749cf-lprsl                        Stopping container cart
8m19s       Normal    Scheduled              pod/cart-6cbfb749cf-hz49n                        Successfully assigned techx-corp-prod/cart-6cbfb749cf-hz49n to ip-10-0-17-84.ec2.internal
8m19s       Normal    Killing                pod/frontend-75c8585d46-czn5b                    Stopping container frontend
8m18s       Normal    Created                pod/cart-6cbfb749cf-hz49n                        Container created
8m18s       Normal    Pulling                pod/frontend-75c8585d46-tc7hz                    Pulling image "493499579600.dkr.ecr.us-east-1.amazonaws.com/techx-prod-corp/frontend:sha-fa6cb8f"
8m18s       Normal    Pulled                 pod/cart-6cbfb749cf-hz49n                        Successfully pulled image "busybox:1.37.0" in 132ms (132ms including waiting). Image size: 1911349 bytes.
8m18s       Normal    Pulling                pod/cart-6cbfb749cf-hz49n                        Pulling image "busybox:1.37.0"
8m18s       Normal    Started                pod/cart-6cbfb749cf-hz49n                        Container started
8m17s       Normal    Started                pod/cart-6cbfb749cf-hz49n                        Container started
8m17s       Normal    Pulled                 pod/cart-6cbfb749cf-hz49n                        Container image "493499579600.dkr.ecr.us-east-1.amazonaws.com/techx-prod-corp/cart:sha-fa6cb8f" already present on machine and can be accessed by the pod
8m17s       Normal    Created                pod/cart-6cbfb749cf-hz49n                        Container created
8m14s       Warning   Unhealthy              pod/cart-6cbfb749cf-hz49n                        Readiness probe failed: timeout: failed to connect service "10.0.19.179:8080" within 3s: context deadline exceeded
8m11s       Warning   Unhealthy              pod/cart-6cbfb749cf-hz49n                        Readiness probe failed: timeout: health rpc did not complete within 3s
8m10s       Normal    Created                pod/frontend-75c8585d46-tc7hz                    Container created
8m10s       Normal    Pulled                 pod/frontend-75c8585d46-tc7hz                    Successfully pulled image "493499579600.dkr.ecr.us-east-1.amazonaws.com/techx-prod-corp/frontend:sha-fa6cb8f" in 8.659s (8.659s including waiting). Image size: 213499853 bytes.
8m9s        Normal    Started                pod/frontend-75c8585d46-tc7hz                    Container started
8m8s        Warning   Unhealthy              pod/frontend-75c8585d46-tc7hz                    Readiness probe failed: Get "http://10.0.19.176:8080/": dial tcp 10.0.19.176:8080: connect: connection refused
8m7s        Normal    Killing                pod/cart-6cbfb749cf-hz49n                        Stopping container cart
8m7s        Normal    Evicted                pod/otel-collector-agent-2qtfd                   Evicted pod: Underutilized
8m7s        Normal    Killing                pod/otel-collector-agent-2qtfd                   Stopping container opentelemetry-collector
8m6s        Warning   Unhealthy              pod/otel-collector-agent-2qtfd                   Readiness probe failed: Get "http://10.0.29.49:13133/": dial tcp 10.0.29.49:13133: connect: connection refused
8m5s        Warning   Unhealthy              pod/cart-6cbfb749cf-lprsl                        Readiness probe failed: timeout: failed to connect service "10.0.29.48:8080" within 3s: context deadline exceeded
7m42s       Normal    Evicted                pod/product-reviews-58686f5fd9-qs6jg             Evicted pod: Underutilized
7m42s       Normal    Killing                pod/checkout-5f59884d8-8gpz8                     Stopping container checkout
7m42s       Normal    Evicted                pod/cart-6cbfb749cf-zghqz                        Evicted pod: Underutilized
7m42s       Normal    Killing                pod/cart-6cbfb749cf-zghqz                        Stopping container cart
7m42s       Normal    Nominated              pod/cart-6cbfb749cf-zghqz                        Pod should schedule on: nodeclaim/stateless-spot-tj66x, node/ip-10-0-17-84.ec2.internal
7m42s       Normal    Scheduled              pod/cart-6cbfb749cf-h4dbf                        Successfully assigned techx-corp-prod/cart-6cbfb749cf-h4dbf to ip-10-0-38-109.ec2.internal
7m42s       Normal    Scheduled              pod/checkout-5f59884d8-xn9jj                     Successfully assigned techx-corp-prod/checkout-5f59884d8-xn9jj to ip-10-0-17-84.ec2.internal
7m42s       Normal    SuccessfulCreate       replicaset/product-reviews-58686f5fd9            Created pod: product-reviews-58686f5fd9-p8snq
7m42s       Normal    Killing                pod/product-reviews-58686f5fd9-qs6jg             Stopping container product-reviews
7m42s       Normal    Scheduled              pod/product-reviews-58686f5fd9-p8snq             Successfully assigned techx-corp-prod/product-reviews-58686f5fd9-p8snq to ip-10-0-38-109.ec2.internal
7m42s       Normal    Nominated              pod/checkout-5f59884d8-8gpz8                     Pod should schedule on: nodeclaim/stateless-spot-tj66x, node/ip-10-0-17-84.ec2.internal
7m42s       Normal    Evicted                pod/checkout-5f59884d8-8gpz8                     Evicted pod: Underutilized
7m42s       Normal    Pulling                pod/cart-6cbfb749cf-h4dbf                        Pulling image "busybox:1.37.0"
7m42s       Normal    Nominated              pod/product-reviews-58686f5fd9-qs6jg             Pod should schedule on: nodeclaim/stateless-spot-bwp68, node/ip-10-0-36-190.ec2.internal
7m42s       Normal    SuccessfulCreate       replicaset/checkout-5f59884d8                    Created pod: checkout-5f59884d8-xn9jj
7m41s       Normal    Started                pod/checkout-5f59884d8-xn9jj                     Container started
7m41s       Normal    Pulled                 pod/cart-6cbfb749cf-h4dbf                        Container image "493499579600.dkr.ecr.us-east-1.amazonaws.com/techx-prod-corp/cart:sha-fa6cb8f" already present on machine and can be accessed by the pod
7m41s       Normal    Created                pod/checkout-5f59884d8-xn9jj                     Container created
7m41s       Normal    Pulling                pod/product-reviews-58686f5fd9-p8snq             Pulling image "public.ecr.aws/aws-cli/aws-cli:2.27.49"
7m41s       Normal    Started                pod/cart-6cbfb749cf-h4dbf                        Container started
7m41s       Normal    Created                pod/cart-6cbfb749cf-h4dbf                        Container created
7m41s       Normal    Pulled                 pod/cart-6cbfb749cf-h4dbf                        Successfully pulled image "busybox:1.37.0" in 136ms (136ms including waiting). Image size: 1911349 bytes.
7m41s       Normal    Pulled                 pod/checkout-5f59884d8-xn9jj                     Container image "493499579600.dkr.ecr.us-east-1.amazonaws.com/techx-prod-corp/checkout:sha-fa6cb8f" already present on machine and can be accessed by the pod
7m40s       Normal    Created                pod/cart-6cbfb749cf-h4dbf                        Container created
7m40s       Normal    Started                pod/cart-6cbfb749cf-h4dbf                        Container started
7m37s       Warning   Unhealthy              pod/cart-6cbfb749cf-h4dbf                        Readiness probe failed: timeout: failed to connect service "10.0.44.83:8080" within 3s: context deadline exceeded
7m37s       Normal    Pulled                 pod/product-reviews-58686f5fd9-p8snq             Successfully pulled image "public.ecr.aws/aws-cli/aws-cli:2.27.49" in 4.717s (4.717s including waiting). Image size: 130951142 bytes.
7m37s       Normal    Created                pod/product-reviews-58686f5fd9-p8snq             Container created
7m37s       Normal    Started                pod/product-reviews-58686f5fd9-p8snq             Container started
7m11s       Normal    Pulled                 pod/product-reviews-58686f5fd9-p8snq             Container image "busybox:1.37.0" already present on machine and can be accessed by the pod
7m11s       Normal    Started                pod/product-reviews-58686f5fd9-p8snq             Container started
7m11s       Normal    Killing                pod/otel-collector-agent-nrrj7                   Stopping container opentelemetry-collector
7m11s       Normal    Evicted                pod/otel-collector-agent-nrrj7                   Evicted pod: Underutilized
7m11s       Normal    Created                pod/product-reviews-58686f5fd9-p8snq             Container created
6m45s       Normal    Nominated              pod/cart-6cbfb749cf-d8mm5                        Pod should schedule on: nodeclaim/stateless-spot-tj66x, node/ip-10-0-17-84.ec2.internal
6m45s       Normal    Scheduled              pod/cart-6cbfb749cf-4wr9p                        Successfully assigned techx-corp-prod/cart-6cbfb749cf-4wr9p to ip-10-0-17-84.ec2.internal
6m45s       Normal    Nominated              pod/checkout-5f59884d8-69fnj                     Pod should schedule on: nodeclaim/stateless-spot-rgggn, node/ip-10-0-38-109.ec2.internal
6m45s       Normal    Killing                pod/checkout-5f59884d8-69fnj                     Stopping container checkout
6m45s       Normal    Evicted                pod/checkout-5f59884d8-69fnj                     Evicted pod: Underutilized
6m45s       Normal    Scheduled              pod/checkout-5f59884d8-6dch5                     Successfully assigned techx-corp-prod/checkout-5f59884d8-6dch5 to ip-10-0-38-109.ec2.internal
6m45s       Normal    Pulling                pod/checkout-5f59884d8-6dch5                     Pulling image "493499579600.dkr.ecr.us-east-1.amazonaws.com/techx-prod-corp/checkout:sha-fa6cb8f"
6m45s       Normal    SuccessfulCreate       replicaset/checkout-5f59884d8                    Created pod: checkout-5f59884d8-6dch5
6m45s       Normal    Killing                pod/cart-6cbfb749cf-d8mm5                        Stopping container cart
6m45s       Normal    Evicted                pod/cart-6cbfb749cf-d8mm5                        Evicted pod: Underutilized
6m45s       Normal    Nominated              pod/accounting-69d676466f-6jtpf                  Pod should schedule on: nodeclaim/stateless-spot-tj66x, node/ip-10-0-17-84.ec2.internal
6m45s       Normal    SuccessfulCreate       replicaset/accounting-69d676466f                 Created pod: accounting-69d676466f-vzjgh
6m45s       Normal    Scheduled              pod/accounting-69d676466f-vzjgh                  Successfully assigned techx-corp-prod/accounting-69d676466f-vzjgh to ip-10-0-17-84.ec2.internal
6m45s       Normal    Killing                pod/accounting-69d676466f-6jtpf                  Stopping container accounting
6m45s       Normal    Evicted                pod/accounting-69d676466f-6jtpf                  Evicted pod: Underutilized
6m44s       Normal    Started                pod/cart-6cbfb749cf-4wr9p                        Container started
6m44s       Normal    Pulled                 pod/cart-6cbfb749cf-4wr9p                        Container image "493499579600.dkr.ecr.us-east-1.amazonaws.com/techx-prod-corp/cart:sha-fa6cb8f" already present on machine and can be accessed by the pod
6m44s       Normal    Created                pod/cart-6cbfb749cf-4wr9p                        Container created
6m44s       Normal    Pulled                 pod/cart-6cbfb749cf-4wr9p                        Successfully pulled image "busybox:1.37.0" in 143ms (143ms including waiting). Image size: 1911349 bytes.
6m44s       Normal    Pulling                pod/cart-6cbfb749cf-4wr9p                        Pulling image "busybox:1.37.0"
6m44s       Normal    Pulling                pod/accounting-69d676466f-vzjgh                  Pulling image "493499579600.dkr.ecr.us-east-1.amazonaws.com/techx-prod-corp/accounting:sha-fa6cb8f"
6m44s       Normal    Started                pod/cart-6cbfb749cf-4wr9p                        Container started
6m44s       Normal    Created                pod/cart-6cbfb749cf-4wr9p                        Container created
6m43s       Normal    Created                pod/checkout-5f59884d8-6dch5                     Container created
6m43s       Normal    Started                pod/checkout-5f59884d8-6dch5                     Container started
6m43s       Normal    Pulled                 pod/checkout-5f59884d8-6dch5                     Successfully pulled image "493499579600.dkr.ecr.us-east-1.amazonaws.com/techx-prod-corp/checkout:sha-fa6cb8f" in 1.152s (1.152s including waiting). Image size: 9514321 bytes.
6m41s       Warning   Unhealthy              pod/cart-6cbfb749cf-4wr9p                        Readiness probe failed: timeout: failed to connect service "10.0.19.179:8080" within 3s: context deadline exceeded
6m40s       Normal    Started                pod/accounting-69d676466f-vzjgh                  Container started
6m40s       Normal    Created                pod/accounting-69d676466f-vzjgh                  Container created
6m40s       Normal    Pulled                 pod/accounting-69d676466f-vzjgh                  Successfully pulled image "493499579600.dkr.ecr.us-east-1.amazonaws.com/techx-prod-corp/accounting:sha-fa6cb8f" in 4.06s (4.06s including waiting). Image size: 101851664 bytes.
6m38s       Warning   Unhealthy              pod/cart-6cbfb749cf-4wr9p                        Readiness probe failed: timeout: health rpc did not complete within 3s
6m34s       Normal    Killing                pod/otel-collector-agent-wbrhx                   Stopping container opentelemetry-collector
6m34s       Normal    Evicted                pod/otel-collector-agent-wbrhx                   Evicted pod: Underutilized
6m32s       Normal    Pulling                pod/product-reviews-58686f5fd9-p8snq             Pulling image "493499579600.dkr.ecr.us-east-1.amazonaws.com/techx-prod-corp/product-reviews:sha-fa6cb8f"
6m11s       Normal    Pulled                 pod/product-reviews-58686f5fd9-p8snq             Successfully pulled image "493499579600.dkr.ecr.us-east-1.amazonaws.com/techx-prod-corp/product-reviews:sha-fa6cb8f" in 21.119s (21.119s including waiting). Image size: 732871123 bytes.
6m10s       Normal    Started                pod/product-reviews-58686f5fd9-p8snq             Container started
6m10s       Normal    Created                pod/product-reviews-58686f5fd9-p8snq             Container created
5m57s       Warning   Unhealthy              pod/product-reviews-58686f5fd9-p8snq             Startup probe failed: timeout: failed to connect service "10.0.44.80:3551" within 5s: context deadline exceeded
5m52s       Warning   FailedScheduling       pod/cart-6cbfb749cf-ltdj5                        0/8 nodes are available: 1 node(s) didn't satisfy existing pods anti-affinity rules, 2 node(s) didn't match Pod's node affinity/selector, 5 node(s) didn't match pod topology spread constraints. no new claims to deallocate, preemption: 0/8 nodes are available: 2 Preemption is not helpful for scheduling, 6 No preemption victims found for incoming pod.
5m52s       Normal    ScalingReplicaSet      deployment/cart                                  (combined from similar events): Scaled up replica set cart-6cbfb749cf from 5 to 6
5m52s       Normal    SuccessfulRescale      horizontalpodautoscaler/cart                     (combined from similar events): New size: 6; reason: cpu resource utilization (percentage of request) above target
5m52s       Normal    SuccessfulCreate       replicaset/cart-6cbfb749cf                       (combined from similar events): Created pod: cart-6cbfb749cf-ltdj5
5m51s       Normal    Nominated              pod/cart-6cbfb749cf-ltdj5                        Pod should schedule on: nodeclaim/stateless-spot-j2gzp
5m48s       Normal    NotTriggerScaleUp      pod/cart-6cbfb749cf-ltdj5                        pod didn't trigger scale-up: 2 node(s) didn't match Pod's node affinity/selector
5m26s       Warning   FailedScheduling       pod/cart-6cbfb749cf-ltdj5                        0/9 nodes are available: 1 node(s) didn't satisfy existing pods anti-affinity rules, 1 node(s) had untolerated taint(s), 2 node(s) didn't match Pod's node affinity/selector, 5 node(s) didn't match pod topology spread constraints. no new claims to deallocate, preemption: 0/9 nodes are available: 3 Preemption is not helpful for scheduling, 6 No preemption victims found for incoming pod.
5m19s       Normal    Scheduled              pod/cart-6cbfb749cf-ltdj5                        Successfully assigned techx-corp-prod/cart-6cbfb749cf-ltdj5 to ip-10-0-29-241.ec2.internal
5m18s       Normal    SuccessfulCreate       daemonset/otel-collector-agent                   (combined from similar events): Created pod: otel-collector-agent-dh55r
5m18s       Normal    Scheduled              pod/otel-collector-agent-dh55r                   Successfully assigned techx-corp-prod/otel-collector-agent-dh55r to ip-10-0-29-241.ec2.internal
5m18s       Normal    Pulling                pod/otel-collector-agent-dh55r                   Pulling image "otel/opentelemetry-collector-contrib:0.151.0"
5m18s       Normal    Pulling                pod/cart-6cbfb749cf-ltdj5                        Pulling image "busybox:1.37.0"
5m17s       Normal    Started                pod/cart-6cbfb749cf-ltdj5                        Container started
5m17s       Normal    Created                pod/cart-6cbfb749cf-ltdj5                        Container created
5m17s       Normal    Pulled                 pod/cart-6cbfb749cf-ltdj5                        Successfully pulled image "busybox:1.37.0" in 576ms (576ms including waiting). Image size: 1911349 bytes.
5m16s       Normal    TaintManagerEviction   pod/cart-6cbfb749cf-ltdj5                        Cancelling deletion of Pod techx-corp-prod/cart-6cbfb749cf-ltdj5
5m14s       Normal    Pulling                pod/cart-6cbfb749cf-ltdj5                        Pulling image "493499579600.dkr.ecr.us-east-1.amazonaws.com/techx-prod-corp/cart:sha-fa6cb8f"
5m11s       Normal    Started                pod/cart-6cbfb749cf-ltdj5                        Container started
5m11s       Normal    Pulled                 pod/otel-collector-agent-dh55r                   Successfully pulled image "otel/opentelemetry-collector-contrib:0.151.0" in 6.223s (6.223s including waiting). Image size: 88803327 bytes.
5m11s       Normal    Created                pod/otel-collector-agent-dh55r                   Container created
5m11s       Normal    Started                pod/otel-collector-agent-dh55r                   Container started
5m11s       Normal    Pulled                 pod/cart-6cbfb749cf-ltdj5                        Successfully pulled image "493499579600.dkr.ecr.us-east-1.amazonaws.com/techx-prod-corp/cart:sha-fa6cb8f" in 2.906s (2.906s including waiting). Image size: 50820594 bytes.
5m11s       Normal    Created                pod/cart-6cbfb749cf-ltdj5                        Container created
5m8s        Warning   Unhealthy              pod/cart-6cbfb749cf-ltdj5                        Readiness probe failed: timeout: failed to connect service "10.0.28.144:8080" within 3s: context deadline exceeded
5m5s        Warning   Unhealthy              pod/cart-6cbfb749cf-ltdj5                        Readiness probe failed: timeout: health rpc did not complete within 3s
3m36s       Normal    SuccessfulCreate       cronjob/runtime-hardening-inventory              Created job runtime-hardening-inventory-29742135
3m36s       Normal    Scheduled              pod/runtime-hardening-inventory-29742135-cq649   Successfully assigned techx-corp-prod/runtime-hardening-inventory-29742135-cq649 to ip-10-0-36-4.ec2.internal
3m36s       Normal    SuccessfulCreate       job/runtime-hardening-inventory-29742135         Created pod: runtime-hardening-inventory-29742135-cq649
3m35s       Normal    Created                pod/runtime-hardening-inventory-29742135-cq649   Container created
3m35s       Normal    Started                pod/runtime-hardening-inventory-29742135-cq649   Container started
3m35s       Normal    Pulled                 pod/runtime-hardening-inventory-29742135-cq649   Container image "public.ecr.aws/docker/library/python:3.13.5-alpine3.22" already present on machine and can be accessed by the pod
3m27s       Normal    SuccessfulDelete       cronjob/runtime-hardening-inventory              Deleted job runtime-hardening-inventory-29742120
3m27s       Warning   BackoffLimitExceeded   job/runtime-hardening-inventory-29742135         Job has reached the specified backoff limit
3m27s       Normal    SawCompletedJob        cronjob/runtime-hardening-inventory              Saw completed job: runtime-hardening-inventory-29742135, condition: Failed
93s         Normal    SuccessfulDelete       replicaset/frontend-75c8585d46                   Deleted pod: frontend-75c8585d46-tc7hz
93s         Normal    ScalingReplicaSet      deployment/frontend                              Scaled down replica set frontend-75c8585d46 from 4 to 3
93s         Normal    Killing                pod/frontend-75c8585d46-tc7hz                    Stopping container frontend
93s         Normal    SuccessfulRescale      horizontalpodautoscaler/frontend                 New size: 3; reason: All metrics below target
37s         Normal    SuccessfulRescale      horizontalpodautoscaler/cart                     New size: 5; reason: All metrics below target
37s         Normal    SuccessfulDelete       replicaset/cart-6cbfb749cf                       (combined from similar events): Deleted pod: cart-6cbfb749cf-ltdj5
37s         Normal    Killing                pod/cart-6cbfb749cf-ltdj5                        Stopping container cart
37s         Normal    ScalingReplicaSet      deployment/cart                                  Scaled down replica set cart-6cbfb749cf from 6 to 5
9s          Normal    Nominated              pod/product-reviews-58686f5fd9-p8snq             Pod should schedule on: nodeclaim/stateless-spot-bwp68, node/ip-10-0-36-190.ec2.internal
9s          Normal    Evicted                pod/product-reviews-58686f5fd9-p8snq             Evicted pod: Underutilized
9s          Normal    Killing                pod/cart-6cbfb749cf-h4dbf                        Stopping container cart
9s          Normal    SuccessfulCreate       replicaset/checkout-5f59884d8                    (combined from similar events): Created pod: checkout-5f59884d8-qggnk
9s          Normal    Scheduled              pod/checkout-5f59884d8-qggnk                     Successfully assigned techx-corp-prod/checkout-5f59884d8-qggnk to ip-10-0-29-241.ec2.internal
9s          Normal    Nominated              pod/checkout-5f59884d8-6dch5                     Pod should schedule on: nodeclaim/stateless-spot-j2gzp, node/ip-10-0-29-241.ec2.internal
9s          Normal    Pulling                pod/checkout-5f59884d8-qggnk                     Pulling image "493499579600.dkr.ecr.us-east-1.amazonaws.com/techx-prod-corp/checkout:sha-fa6cb8f"
9s          Normal    Scheduled              pod/cart-6cbfb749cf-8mrrf                        Successfully assigned techx-corp-prod/cart-6cbfb749cf-8mrrf to ip-10-0-29-241.ec2.internal
9s          Normal    Nominated              pod/cart-6cbfb749cf-h4dbf                        Pod should schedule on: nodeclaim/stateless-spot-j2gzp, node/ip-10-0-29-241.ec2.internal
9s          Normal    Scheduled              pod/product-reviews-58686f5fd9-tzbcb             Successfully assigned techx-corp-prod/product-reviews-58686f5fd9-tzbcb to ip-10-0-40-214.ec2.internal
9s          Normal    Evicted                pod/checkout-5f59884d8-6dch5                     Evicted pod: Underutilized
9s          Normal    Killing                pod/checkout-5f59884d8-6dch5                     Stopping container checkout
9s          Normal    Pulling                pod/cart-6cbfb749cf-8mrrf                        Pulling image "busybox:1.37.0"
9s          Normal    Killing                pod/product-reviews-58686f5fd9-p8snq             Stopping container product-reviews
9s          Normal    SuccessfulCreate       replicaset/product-reviews-58686f5fd9            Created pod: product-reviews-58686f5fd9-tzbcb
9s          Normal    Evicted                pod/cart-6cbfb749cf-h4dbf                        Evicted pod: Underutilized
9s          Normal    Pulling                pod/product-reviews-58686f5fd9-tzbcb             Pulling image "public.ecr.aws/aws-cli/aws-cli:2.27.49"
8s          Normal    Started                pod/cart-6cbfb749cf-8mrrf                        Container started
8s          Normal    Pulled                 pod/cart-6cbfb749cf-8mrrf                        Container image "493499579600.dkr.ecr.us-east-1.amazonaws.com/techx-prod-corp/cart:sha-fa6cb8f" already present on machine and can be accessed by the pod
8s          Normal    Created                pod/cart-6cbfb749cf-8mrrf                        Container created
8s          Normal    Pulled                 pod/cart-6cbfb749cf-8mrrf                        Successfully pulled image "busybox:1.37.0" in 154ms (154ms including waiting). Image size: 1911349 bytes.
8s          Normal    Created                pod/cart-6cbfb749cf-8mrrf                        Container created
8s          Normal    Started                pod/cart-6cbfb749cf-8mrrf                        Container started
7s          Normal    Started                pod/checkout-5f59884d8-qggnk                     Container started
7s          Normal    Created                pod/checkout-5f59884d8-qggnk                     Container created
7s          Normal    Pulled                 pod/checkout-5f59884d8-qggnk                     Successfully pulled image "493499579600.dkr.ecr.us-east-1.amazonaws.com/techx-prod-corp/checkout:sha-fa6cb8f" in 1.323s (1.323s including waiting). Image size: 9514321 bytes.
5s          Warning   Unhealthy              pod/cart-6cbfb749cf-8mrrf                        Readiness probe failed: timeout: failed to connect service "10.0.28.147:8080" within 3s: context deadline exceeded
4s          Normal    Pulled                 pod/product-reviews-58686f5fd9-tzbcb             Successfully pulled image "public.ecr.aws/aws-cli/aws-cli:2.27.49" in 4.216s (4.216s including waiting). Image size: 130951142 bytes.
4s          Normal    Created                pod/product-reviews-58686f5fd9-tzbcb             Container created
4s          Normal    Started                pod/product-reviews-58686f5fd9-tzbcb             Container started
2s          Warning   Unhealthy              pod/cart-6cbfb749cf-8mrrf                        Readiness probe failed: timeout: health rpc did not complete within 3s
